CODE,Stock,Capacity,LoadCapacity,UnloadCapacity,Capacity_Flag,Stock_Flag
Almacen 1008,75.0,83.0,500.0,6.0,H,H
Almacen 1009,45.0,50.0,500.0,5.0,H,H
Almacen 1010,88.0,97.0,500.0,5.0,H,H
Almacen 1011,49.0,54.0,500.0,5.0,H,H
Almacen 1012,65.0,72.0,500.0,5.0,H,H
Almacen 1013,56.0,62.0,500.0,5.0,H,H
Almacen 1014,1.0,2.0,500.0,1.0,H,H
Almacen 1015,34.0,38.0,500.0,3.0,H,H
Almacen 1016,30.0,33.0,500.0,5.0,H,H
Almacen 1017,135.0,149.0,500.0,8.0,H,H
Almacen 1018,64.0,71.0,500.0,7.0,H,H
Almacen 1019,126.0,139.0,500.0,13.0,H,H
Almacen 1020,46.0,51.0,500.0,4.0,H,H
Almacen 1021,38.0,42.0,500.0,3.0,H,H
Almacen 1022,134.0,148.0,500.0,17.0,H,H
Almacen 1023,40.0,44.0,500.0,8.0,H,H
Almacen 1024,187.0,206.0,500.0,7.0,H,H
Almacen 1025,63.0,70.0,500.0,6.0,H,H
Almacen 1026,114.0,126.0,500.0,8.0,H,H
Almacen 1027,75.0,83.0,500.0,5.0,H,H
Almacen 1028,332.0,366.0,500.0,25.0,H,H
Almacen 1029,6.0,7.0,500.0,3.0,H,H
Almacen 1030,96.0,106.0,500.0,7.0,H,H
Almacen 1031,246.0,271.0,500.0,12.0,H,H
Almacen 1032,268.0,295.0,500.0,22.0,H,H
Almacen 1033,155.0,171.0,500.0,9.0,H,H
Almacen 1034,109.0,120.0,500.0,7.0,H,H
Almacen 1035,104.0,115.0,500.0,9.0,H,H
Almacen 1036,1.0,2.0,500.0,1.0,H,H
Almacen 1037,1790.0,11000.0,964.0,1078.0,V,V
Almacen 1038,1491.0,1641.0,500.0,41.0,H,H
Almacen 1039,61.0,68.0,500.0,6.0,H,H
Almacen 1040,6.0,7.0,500.0,2.0,H,H
Almacen 1041,8291.0,19821.0,48.0,646.0,H,V
Almacen 1042,1.0,2.0,500.0,1.0,H,H
Almacen 1043,60.0,2222.0,149.0,133.0,V,V
Almacen 1044,69.0,76.0,500.0,8.0,H,H
Almacen 1045,3297.0,7002.0,500.0,272.0,H,V
Almacen 1046,22.0,25.0,500.0,15.0,H,H
Almacen 1047,4804.0,5285.0,500.0,142.0,H,H
Almacen 1048,24.0,27.0,500.0,4.0,H,H
Almacen 1049,3.0,4.0,500.0,2.0,H,H
Almacen 1050,3.0,2222.0,500.0,128.0,V,V
Almacen 1051,1.0,0.0,500.0,500.0,M,V
Almacen 1052,0.0,1863.0,95.0,48.0,H,M
Almacen 1053,953.0,1049.0,500.0,234.0,H,H
Almacen 1054,0.0,0.0,500.0,500.0,M,M
Almacen 1055,15.0,17.0,500.0,15.0,H,H
Almacen 1056,1297.0,1464.0,500.0,91.0,H,V
Almacen 1057,0.0,0.0,500.0,500.0,M,M
Almacen 1058,7476.0,8224.0,500.0,110.0,H,H
Almacen 1059,419.0,461.0,500.0,143.0,H,H
Almacen 1060,9139.0,9092.0,500.0,243.0,H,V
Almacen 1061,16756.0,6283.0,500.0,343.0,H,V
Almacen 1062,23.0,26.0,500.0,20.0,H,H
Almacen 1063,5.0,6.0,500.0,3.0,H,H
Almacen 1064,2022.0,2225.0,500.0,1011.0,H,H
Almacen 1065,1.0,2222.0,170.0,1170.0,V,V
Almacen 1066,0.0,0.0,500.0,500.0,M,M
Almacen 1067,3222.0,4300.0,1.0,456.0,V,V
Almacen 1068,751.0,2000.0,500.0,396.0,V,V
Almacen 1069,15.0,1208.0,500.0,73.0,H,V
Almacen 1070,0.0,0.0,500.0,500.0,M,M
Almacen 1071,1525.0,4000.0,500.0,244.0,V,V
Almacen 1072,4697.0,5167.0,500.0,105.0,H,H
Almacen 1073,0.0,0.0,500.0,500.0,M,M
Almacen 1074,6.0,0.0,500.0,500.0,M,V
Almacen 1075,25.0,0.0,500.0,500.0,M,V
Almacen 1076,215.0,1750.0,500.0,106.0,V,V
Almacen 1077,12.0,0.0,500.0,500.0,M,V
Almacen 1078,177.0,0.0,500.0,500.0,M,V
Almacen 1079,422.0,465.0,500.0,106.0,H,H
Almacen 1080,30.0,0.0,500.0,500.0,M,V
Almacen 1081,1402.0,3700.0,500.0,254.0,V,V
Almacen 1082,199.0,1350.0,500.0,73.0,V,V
Almacen 1083,869.0,2222.0,500.0,802.0,V,V
Almacen 1084,0.0,0.0,7.0,7.0,M,M
Almacen 1085,2880.0,3000.0,500.0,503.0,V,V
Almacen 1086,2927.0,5500.0,500.0,822.0,V,V
Almacen 1087,5196.0,8000.0,5.0,794.0,V,V
Almacen 1088,1960.0,3100.0,500.0,201.0,V,V
Almacen 1089,5.0,6.0,500.0,1.0,H,H
Almacen 1090,1.0,2.0,500.0,1.0,H,H
Almacen 1091,0.0,0.0,500.0,500.0,M,M
Almacen 1092,0.0,0.0,500.0,500.0,M,M
Almacen 1093,0.0,0.0,500.0,500.0,M,M
Almacen 1094,1233.0,1357.0,500.0,190.0,H,H
Almacen 1095,27.0,30.0,500.0,12.0,H,H
Almacen 1096,716.0,788.0,500.0,116.0,H,H
Almacen 1097,511.0,563.0,500.0,84.0,H,H
Almacen 1098,1.0,2.0,500.0,1.0,H,H
Almacen 1099,13189.0,13667.0,216.0,3397.0,V,V
Almacen 1100,5519.0,5700.0,500.0,2438.0,V,V
Almacen 1101,6421.0,10045.0,155.0,2649.0,H,H
Almacen 1102,0.0,0.0,500.0,500.0,M,M
Almacen 1103,1189.0,1308.0,500.0,89.0,H,H
Almacen 1104,1.0,2.0,500.0,1.0,H,H
Almacen 1105,304.0,335.0,500.0,19.0,H,H
Almacen 1106,0.0,0.0,500.0,500.0,M,M
Almacen 1107,25.0,28.0,500.0,7.0,H,H
Almacen 1108,6.0,7.0,500.0,4.0,H,H
Almacen 1109,832.0,1454.0,500.0,83.0,H,V
Almacen 1110,739.0,813.0,500.0,163.0,H,H
Almacen 1111,82.0,91.0,500.0,34.0,H,H
Almacen 1112,194.0,305.0,500.0,51.0,H,V
Almacen 1113,25.0,28.0,500.0,12.0,H,H
Almacen 1114,13256.0,16834.0,500.0,768.0,H,V
Almacen 1115,63.0,0.0,500.0,500.0,M,V
Almacen 1116,276.0,186.0,500.0,45.0,H,V
Almacen 1117,0.0,0.0,500.0,500.0,M,M
Almacen 1118,45.0,50.0,500.0,45.0,H,H
Almacen 1119,0.0,0.0,500.0,500.0,M,M
Almacen 1120,16.0,18.0,500.0,8.0,H,H
Almacen 1121,376.0,435.0,500.0,43.0,H,V
Almacen 1122,0.0,0.0,500.0,500.0,M,M
Almacen 1123,650.0,631.0,500.0,123.0,H,V
Almacen 1124,0.0,0.0,500.0,500.0,M,M
Almacen 1125,1.0,0.0,500.0,500.0,M,V
Almacen 1126,0.0,0.0,500.0,500.0,M,M
Almacen 1127,159.0,175.0,500.0,71.0,H,H
Almacen 1128,13740.0,29691.0,500.0,269.0,H,V
Almacen 1129,0.0,95.0,86.0,500.0,H,M
Almacen 1130,3077.0,3385.0,500.0,464.0,H,H
Almacen 1131,481.0,2222.0,213.0,245.0,V,V
Almacen 1132,12.0,14.0,500.0,8.0,H,H
Almacen 1133,5958.0,2222.0,500.0,412.0,V,V
Almacen 1134,2.0,3.0,500.0,1.0,H,H
Almacen 1135,2140.0,3169.0,1854.0,104.0,V,V
Almacen 1136,7.0,8.0,500.0,7.0,H,H
Almacen 1137,56.0,62.0,500.0,24.0,H,H
Almacen 1138,510.0,2222.0,500.0,98.0,V,V
Almacen 1139,0.0,2.0,1.0,500.0,H,M
Almacen 1140,0.0,0.0,500.0,500.0,M,M
Almacen 1141,31.0,35.0,500.0,11.0,H,H
Almacen 1142,13903.0,0.0,500.0,500.0,M,V
Almacen 1143,1.0,0.0,500.0,500.0,M,V
Almacen 1144,1433.0,0.0,500.0,500.0,M,V
Almacen 1145,7148.0,0.0,500.0,500.0,M,V
Almacen 1146,1330.0,605.0,500.0,179.0,H,V
Almacen 1147,300.0,330.0,500.0,200.0,H,H
Almacen 1148,2082.0,2291.0,500.0,300.0,H,H
Almacen 1149,40.0,44.0,500.0,40.0,H,H
Almacen 1150,6.0,7.0,500.0,4.0,H,H
Almacen 1151,16246.0,43540.0,1.0,1372.0,H,V
Almacen 1152,14.0,16.0,500.0,14.0,H,H
Almacen 1153,732.0,806.0,500.0,34.0,H,H
Almacen 1154,715.0,1784.0,500.0,56.0,H,V
Almacen 1155,1123.0,1236.0,500.0,1100.0,H,H
Almacen 1156,16.0,18.0,500.0,4.0,H,H
Almacen 1157,549.0,604.0,500.0,82.0,H,H
Almacen 1158,10206.0,11005.0,500.0,1802.0,H,V
Almacen 1159,14785.0,16264.0,500.0,3756.0,H,H
Almacen 1160,1336.0,1470.0,500.0,1336.0,H,H
Almacen 1161,0.0,0.0,500.0,500.0,M,M
Almacen 1162,0.0,0.0,500.0,500.0,M,M
Almacen 1163,13011.0,14313.0,500.0,334.0,H,H
Almacen 1164,3155.0,3471.0,500.0,110.0,H,H
Almacen 1165,527.0,2222.0,263.0,312.0,V,V
Almacen 1166,0.0,0.0,500.0,500.0,M,M
Almacen 1167,5494.0,11500.0,500.0,1252.0,V,V
Almacen 1168,2983.0,3282.0,500.0,68.0,H,H
Almacen 1169,454.0,500.0,500.0,454.0,H,H
Almacen 1170,237.0,261.0,500.0,159.0,H,H
Almacen 1171,1.0,0.0,500.0,500.0,M,V
Almacen 1172,80.0,88.0,500.0,64.0,H,H
Almacen 1173,1707.0,2500.0,500.0,2344.0,V,V
Almacen 1174,1964.0,6000.0,500.0,3433.0,V,V
Almacen 1175,2283.0,9200.0,500.0,921.0,V,V
Almacen 1176,21.0,24.0,500.0,18.0,H,H
Almacen 1177,9014.0,10000.0,500.0,916.0,V,V
Almacen 1178,0.0,0.0,500.0,500.0,M,M
Almacen 1179,163.0,150.0,500.0,34.0,H,V
Almacen 1180,0.0,0.0,500.0,500.0,M,M
Almacen 1181,122.0,135.0,500.0,54.0,H,H
Almacen 1182,1716.0,1888.0,500.0,1716.0,H,H
Almacen 1183,16735.0,37053.0,500.0,2096.0,H,V
Almacen 1184,2007.0,2208.0,500.0,204.0,H,H
Almacen 1185,20234.0,31133.0,500.0,2313.0,H,V
Almacen 1186,484.0,533.0,500.0,85.0,H,H
Almacen 1187,4.0,5.0,500.0,4.0,H,H
Almacen 1188,438.0,640.0,500.0,171.0,H,V
Almacen 1189,25.0,28.0,500.0,25.0,H,H
Almacen 1190,0.0,0.0,500.0,500.0,M,M
Almacen 1191,0.0,0.0,500.0,500.0,M,M
Almacen 1192,22407.0,10941.0,1.0,877.0,H,V
Almacen 1193,0.0,0.0,500.0,500.0,M,M
Almacen 1194,2916.0,3208.0,500.0,304.0,H,H
Almacen 1195,0.0,0.0,500.0,500.0,M,M
Almacen 1196,7.0,8.0,500.0,5.0,H,H
Almacen 1197,186.0,205.0,500.0,44.0,H,H
Almacen 1198,1.0,0.0,500.0,500.0,M,V
Almacen 1199,0.0,0.0,500.0,500.0,M,M
Almacen 1200,34.0,24.0,500.0,15.0,H,V
Almacen 1201,8.0,9.0,500.0,8.0,H,H
Almacen 1202,156.0,172.0,500.0,7.0,H,H
Almacen 1203,4334.0,4768.0,500.0,59.0,H,H
Almacen 1204,10317.0,25184.0,500.0,168.0,H,V
Almacen 1205,0.0,0.0,500.0,500.0,M,M
Almacen 1206,6912.0,8516.0,500.0,204.0,H,V
Almacen 1207,2622.0,2885.0,500.0,660.0,H,H
Almacen 1208,19.0,21.0,500.0,8.0,H,H
Almacen 1209,15741.0,11413.0,500.0,810.0,H,V
Almacen 1210,2077.0,2285.0,500.0,50.0,H,H
Almacen 1211,1.0,0.0,500.0,500.0,M,V
Almacen 1212,0.0,0.0,500.0,500.0,M,M
Almacen 1213,0.0,0.0,500.0,500.0,M,M
Almacen 1214,0.0,0.0,500.0,500.0,M,M
Almacen 1215,5700.0,0.0,500.0,500.0,M,V
Almacen 1216,8.0,0.0,500.0,500.0,M,V
Almacen 1217,28833.0,0.0,500.0,500.0,M,V
Almacen 1218,1.0,0.0,500.0,500.0,M,V
Almacen 1219,2.0,0.0,500.0,500.0,M,V
Almacen 1220,5999.0,0.0,500.0,500.0,M,V
Almacen 1221,2.0,0.0,500.0,500.0,M,V
Almacen 1222,3.0,0.0,500.0,500.0,M,V
Almacen 1223,1268.0,0.0,500.0,500.0,M,V
Almacen 1224,165.0,0.0,500.0,500.0,M,V
Almacen 1225,2.0,0.0,500.0,500.0,M,V
Almacen 1226,1.0,0.0,500.0,500.0,M,V
Almacen 1227,3.0,0.0,500.0,500.0,M,V
Almacen 1228,987.0,0.0,500.0,500.0,M,V
Almacen 1229,3648.0,4013.0,500.0,209.0,H,H
Almacen 1230,4007.0,19937.0,500.0,499.0,H,V
Almacen 1231,3.0,4.0,500.0,1.0,H,H
Almacen 1232,32.0,0.0,500.0,500.0,M,V
Almacen 1233,9570.0,10529.0,500.0,2000.0,H,H
Almacen 1234,1080.0,2097.0,500.0,43.0,H,V
Almacen 1235,88.0,97.0,500.0,22.0,H,H
Almacen 1236,1.0,37.0,500.0,8.0,H,V
Almacen 1237,644.0,753.0,500.0,96.0,H,V
Almacen 1238,6.0,7.0,500.0,4.0,H,H
Almacen 1239,0.0,0.0,500.0,500.0,M,M
Almacen 1240,121.0,134.0,500.0,22.0,H,H
Almacen 1241,25.0,28.0,500.0,8.0,H,H
Almacen 1242,0.0,0.0,500.0,500.0,M,M
Almacen 1243,366.0,403.0,500.0,37.0,H,H
Almacen 1244,0.0,0.0,500.0,500.0,M,M
Almacen 1245,2.0,3.0,500.0,2.0,H,H
Almacen 1246,707.0,778.0,500.0,97.0,H,H
Almacen 1247,475.0,523.0,500.0,32.0,H,H
Almacen 1248,408.0,449.0,500.0,43.0,H,H
Almacen 1249,4.0,5.0,500.0,4.0,H,H
Almacen 1250,0.0,0.0,500.0,500.0,M,M
Almacen 1251,2.0,0.0,500.0,500.0,M,V
Almacen 1252,297.0,0.0,500.0,500.0,M,V
Almacen 1253,741.0,336.0,500.0,46.0,H,V
Almacen 1254,26.0,29.0,500.0,8.0,H,H
Almacen 1255,2.0,3.0,500.0,1.0,H,H
Almacen 1256,2.0,0.0,500.0,500.0,M,V
Almacen 1257,0.0,0.0,500.0,500.0,M,M
Almacen 1258,17.0,38.0,500.0,7.0,H,V
Almacen 1259,367.0,404.0,500.0,20.0,H,H
Almacen 1260,22.0,25.0,500.0,18.0,H,H
Almacen 1261,1350.0,2222.0,500.0,1086.0,V,V
Almacen 1262,112.0,2222.0,500.0,99.0,V,V
Almacen 1263,430.0,474.0,500.0,55.0,H,H
Almacen 1264,1.0,2.0,500.0,1.0,H,H
Almacen 1265,101.0,112.0,500.0,15.0,H,H
Almacen 1266,616.0,2222.0,500.0,122.0,V,V
Almacen 1267,0.0,0.0,500.0,500.0,M,M
Almacen 1268,240.0,264.0,500.0,72.0,H,H
Almacen 1269,2747.0,2222.0,1.0,1277.0,V,V
Almacen 1270,18.0,20.0,500.0,8.0,H,H
Almacen 1271,11.0,13.0,500.0,11.0,H,H
Almacen 1272,173.0,191.0,500.0,38.0,H,H
Almacen 1273,5628.0,8370.0,500.0,998.0,H,V
Almacen 1274,248.0,273.0,500.0,40.0,H,H
Almacen 1275,0.0,0.0,500.0,500.0,M,M
Almacen 1276,64.0,71.0,500.0,16.0,H,H
Almacen 1277,52.0,0.0,500.0,500.0,M,V
Almacen 1278,0.0,0.0,500.0,500.0,M,M
Almacen 1279,49.0,54.0,500.0,26.0,H,H
Almacen 1280,0.0,0.0,500.0,500.0,M,M
Almacen 1281,134.0,148.0,500.0,21.0,H,H
Almacen 1282,0.0,0.0,500.0,500.0,M,M
Almacen 1283,152.0,168.0,500.0,28.0,H,H
Almacen 1284,445.0,243.0,500.0,62.0,H,V
Almacen 1285,221.0,190.0,500.0,30.0,H,V
Almacen 1286,0.0,0.0,500.0,500.0,M,M
Almacen 1287,2.0,0.0,500.0,500.0,M,V
Almacen 1288,34.0,38.0,500.0,7.0,H,H
Almacen 1289,3.0,4.0,500.0,3.0,H,H
Almacen 1290,0.0,463.0,241.0,500.0,H,M
Almacen 1291,1.0,7.0,500.0,6.0,H,V
Almacen 1292,0.0,167.0,99.0,500.0,H,M
Almacen 1293,0.0,314.0,160.0,500.0,H,M
Almacen 1294,1939.0,3000.0,500.0,74.0,V,V
Almacen 1295,6.0,7.0,500.0,6.0,H,H
Almacen 1296,0.0,0.0,500.0,500.0,M,M
Almacen 1297,671.0,739.0,500.0,20.0,H,H
Almacen 1298,333.0,2505.0,1532.0,86.0,H,H
Almacen 1299,4001.0,59824.0,500.0,684.0,H,V
Almacen 1300,3.0,4.0,500.0,3.0,H,H
Almacen 1301,75.0,83.0,500.0,16.0,H,H
Almacen 1302,5311.0,15222.0,1584.0,2544.0,V,V
Almacen 1303,0.0,2.0,1.0,500.0,H,M
Almacen 1304,104.0,115.0,500.0,95.0,H,H
Almacen 1305,1569.0,10240.0,846.0,9.0,V,V
Almacen 1306,0.0,0.0,500.0,500.0,M,M
Almacen 1307,1.0,2.0,500.0,1.0,H,H
Almacen 1308,0.0,1066.0,689.0,500.0,H,M
Almacen 1309,782.0,2222.0,2431.0,2672.0,V,V
Almacen 1310,124.0,2222.0,22.0,112.0,V,V
Almacen 1311,1475.0,2222.0,3233.0,4257.0,V,V
Almacen 1312,587.0,1963.0,699.0,982.0,H,V
Almacen 1313,444.0,2222.0,1236.0,831.0,V,V
Almacen 1314,4767.0,7393.0,765.0,352.0,H,H
Almacen 1315,4967.0,9434.0,668.0,560.0,H,H
Almacen 1316,1200.0,1320.0,500.0,208.0,H,H
Almacen 1317,1056.0,2359.0,613.0,176.0,H,H
Almacen 1318,128.0,141.0,500.0,88.0,H,H
Almacen 1319,498.0,10673.0,2171.0,1671.0,H,V
Almacen 1320,0.0,930.0,845.0,500.0,H,M
Almacen 1321,655.0,3430.0,853.0,995.0,H,V
Almacen 1322,2.0,3.0,500.0,2.0,H,H
Almacen 1323,169.0,186.0,500.0,26.0,H,H
Almacen 1324,1329.0,2222.0,329.0,1043.0,V,V
Almacen 1325,2180.0,2450.0,14460.0,7311.0,V,V
Almacen 1326,3116.0,5400.0,3519.0,3941.0,V,V
Almacen 1327,0.0,0.0,500.0,500.0,M,M
Almacen 1328,9.0,10.0,500.0,3.0,H,H
Almacen 1329,360.0,114.0,500.0,26.0,H,V
Almacen 1330,3.0,4.0,500.0,3.0,H,H
Almacen 1331,589.0,1116.0,500.0,180.0,H,V
Almacen 1332,0.0,0.0,500.0,500.0,M,M
Almacen 1333,607.0,668.0,500.0,122.0,H,H
Almacen 1334,244.0,269.0,500.0,25.0,H,H
Almacen 1335,5.0,6.0,500.0,5.0,H,H
Almacen 1336,95.0,105.0,500.0,95.0,H,H
Almacen 1337,2391.0,2565.0,500.0,128.0,H,V
Almacen 1338,153.0,169.0,500.0,24.0,H,H
Almacen 1339,21798.0,48462.0,500.0,472.0,H,H
Almacen 1340,56.0,62.0,500.0,28.0,H,H
Almacen 1341,326.0,0.0,500.0,500.0,M,V
Almacen 1342,87.0,0.0,500.0,500.0,M,V
Almacen 1343,19.0,0.0,500.0,500.0,M,V
Almacen 1344,13.0,3.0,500.0,1.0,H,V
Almacen 1345,8.0,7.0,500.0,3.0,H,V
Almacen 1346,0.0,0.0,500.0,500.0,M,M
Almacen 1347,0.0,0.0,500.0,500.0,M,M
Almacen 1348,28.0,31.0,500.0,3.0,H,H
Almacen 1349,446.0,491.0,500.0,80.0,H,H
Almacen 1350,2054.0,2260.0,500.0,462.0,H,H
Almacen 1351,4939.0,5433.0,500.0,96.0,H,H
Almacen 1352,697.0,767.0,500.0,19.0,H,H
Almacen 1353,25.0,0.0,500.0,500.0,M,V
Almacen 1354,16.0,18.0,500.0,5.0,H,H
Almacen 1355,0.0,0.0,500.0,500.0,M,M
Almacen 1356,42.0,47.0,500.0,18.0,H,H
Almacen 1357,0.0,0.0,500.0,500.0,M,M
Almacen 1358,843.0,1111.0,500.0,80.0,H,V
Almacen 1359,0.0,0.0,500.0,500.0,M,M
Almacen 1360,73.0,62.0,500.0,17.0,H,V
Almacen 1361,630.0,693.0,500.0,47.0,H,H
Almacen 1362,4536.0,4990.0,500.0,103.0,H,H
Almacen 1363,0.0,0.0,500.0,500.0,M,M
Almacen 1364,5.0,6.0,500.0,2.0,H,H
Almacen 1365,0.0,933.0,848.0,500.0,H,M
Almacen 1366,6.0,18.0,2.0,3.0,H,V
Almacen 1367,0.0,0.0,500.0,500.0,M,M
Almacen 1368,25.0,2222.0,45.0,18.0,V,V
Almacen 1369,2.0,0.0,500.0,500.0,M,V
Almacen 1370,2099.0,2309.0,500.0,198.0,H,H
Almacen 1371,2401.0,3695.0,2778.0,20.0,H,H
Almacen 1372,668.0,2222.0,165.0,270.0,V,V
Almacen 1373,0.0,2.0,1.0,500.0,H,M
Almacen 1374,41.0,2222.0,500.0,44.0,V,V
Almacen 1375,28.0,2222.0,500.0,34.0,V,V
Almacen 1376,322.0,3954.0,380.0,283.0,H,V
Almacen 1377,51.0,57.0,500.0,24.0,H,H
Almacen 1378,0.0,0.0,500.0,500.0,M,M
Almacen 1379,7312.0,8273.0,25214.0,1068.0,H,H
Almacen 1380,311.0,2222.0,500.0,124.0,V,V
Almacen 1381,36.0,40.0,500.0,36.0,H,H
Almacen 1382,716.0,788.0,500.0,716.0,H,H
Almacen 1383,2015.0,4500.0,500.0,889.0,V,V
Almacen 1384,1.0,2.0,500.0,1.0,H,H
Almacen 1385,3616.0,4300.0,500.0,1984.0,V,V
Almacen 1386,0.0,0.0,500.0,500.0,M,M
Almacen 1387,27.0,30.0,500.0,16.0,H,H
Almacen 1388,8.0,0.0,500.0,500.0,M,V
Almacen 1389,0.0,0.0,500.0,500.0,M,M
Almacen 1390,956.0,873.0,500.0,200.0,H,V
Almacen 1391,45.0,50.0,500.0,8.0,H,H
Almacen 1392,3.0,4.0,500.0,3.0,H,H
Almacen 1393,0.0,0.0,500.0,500.0,M,M
Almacen 1394,0.0,0.0,500.0,500.0,M,M
Almacen 1395,0.0,0.0,500.0,500.0,M,M
Almacen 1396,149.0,120.0,500.0,35.0,H,V
Almacen 1397,168.0,185.0,500.0,136.0,H,H
Almacen 1398,236.0,260.0,500.0,52.0,H,H
Almacen 1399,4115.0,4527.0,500.0,567.0,H,H
Almacen 1400,5311.0,5843.0,500.0,800.0,H,H
Almacen 1401,2.0,3.0,500.0,2.0,H,H
Almacen 1402,2.0,3.0,500.0,1.0,H,H
Almacen 1403,28323.0,31156.0,500.0,15495.0,H,H
Almacen 1404,9353.0,10289.0,500.0,2005.0,H,H
Almacen 1405,596.0,656.0,500.0,75.0,H,H
Almacen 1406,28106.0,47650.0,500.0,3194.0,H,V
Almacen 1407,15744.0,17319.0,500.0,874.0,H,H
Almacen 1408,3268.0,3595.0,500.0,1310.0,H,H
Almacen 1409,73.0,81.0,500.0,73.0,H,H
Almacen 1410,1.0,0.0,500.0,500.0,M,V
Almacen 1411,14048.0,35513.0,500.0,1954.0,H,V
Almacen 1412,31.0,35.0,500.0,16.0,H,H
Almacen 1413,277.0,305.0,500.0,38.0,H,H
Almacen 1414,1.0,2.0,500.0,1.0,H,H
Almacen 1415,3828.0,4211.0,500.0,200.0,H,H
Almacen 1416,481.0,816.0,500.0,35.0,H,V
Almacen 1417,30.0,33.0,500.0,30.0,H,H
Almacen 1418,1101.0,120.0,500.0,15.0,H,V
Almacen 1419,2.0,0.0,500.0,500.0,M,V
Almacen 1420,3655.0,0.0,500.0,500.0,M,V
Almacen 1421,13869.0,30587.0,500.0,2265.0,H,H
Almacen 1422,832.0,8.0,500.0,7.0,H,V
Almacen 1423,2.0,0.0,500.0,500.0,M,V
Almacen 1424,0.0,0.0,500.0,500.0,M,M
Almacen 1425,0.0,0.0,500.0,500.0,M,M
Almacen 1426,15019.0,44392.0,500.0,1663.0,H,H
Almacen 1427,160.0,0.0,500.0,500.0,M,V
Almacen 1428,1.0,0.0,500.0,500.0,M,V
Almacen 1429,17655.0,41444.0,500.0,1597.0,H,H
Almacen 1430,17260.0,43900.0,500.0,1396.0,H,H
Almacen 1431,23112.0,49786.0,500.0,2202.0,H,H
Almacen 1432,13961.0,37054.0,500.0,1790.0,H,H
Almacen 1433,1037.0,0.0,500.0,500.0,M,V
Almacen 1434,145.0,0.0,500.0,500.0,M,V
Almacen 1435,1.0,0.0,500.0,500.0,M,V
Almacen 1436,582.0,641.0,500.0,23.0,H,H
Almacen 1437,530.0,583.0,500.0,398.0,H,H
Almacen 1438,1.0,0.0,500.0,500.0,M,V
Almacen 1439,693.0,763.0,500.0,102.0,H,H
Almacen 1440,78.0,0.0,500.0,500.0,M,V
Almacen 1441,7.0,0.0,500.0,500.0,M,V
Almacen 1442,0.0,0.0,500.0,500.0,M,M
Almacen 1443,305.0,336.0,500.0,55.0,H,H
Almacen 1444,241.0,266.0,500.0,38.0,H,H
Almacen 1445,0.0,0.0,500.0,500.0,M,M
Almacen 1446,8.0,0.0,500.0,500.0,M,V
Almacen 1447,128.0,141.0,500.0,8.0,H,H
Almacen 1448,188.0,207.0,500.0,18.0,H,H
Almacen 1449,224.0,0.0,500.0,500.0,M,V
Almacen 1450,249.0,339.0,1.0,15.0,H,V
Almacen 1451,89.0,0.0,500.0,500.0,M,V
Almacen 1452,1023.0,2117.0,2.0,160.0,H,V
Almacen 1453,4.0,0.0,500.0,500.0,M,V
Almacen 1454,131.0,145.0,500.0,15.0,H,H
Almacen 1455,472.0,520.0,500.0,472.0,H,H
Almacen 1456,0.0,0.0,500.0,500.0,M,M
Almacen 1457,15.0,17.0,500.0,12.0,H,H
Almacen 1458,3612.0,0.0,500.0,500.0,M,V
Almacen 1459,0.0,0.0,500.0,500.0,M,M
Almacen 1460,50.0,63.0,500.0,42.0,H,V
Almacen 1461,6.0,48.0,500.0,42.0,H,V
Almacen 1462,14.0,3.0,500.0,2.0,H,V
Almacen 1463,7.0,17.0,500.0,14.0,H,V
Almacen 1464,129.0,142.0,500.0,91.0,H,H
Almacen 1465,1.0,8.0,500.0,7.0,H,V
Almacen 1466,21965.0,10304.0,500.0,1233.0,H,V
Almacen 1467,57.0,77.0,500.0,50.0,H,V
Almacen 1468,0.0,0.0,500.0,500.0,M,M
Almacen 1469,15.0,0.0,500.0,500.0,M,V
Almacen 1470,87588.0,96347.0,14.0,23886.0,H,H
Concesionario,0.0,100000.0,100000.0,100000.0,X,X
Externo,0.0,1000000.0,1000000.0,1000000.0,X,X
