CODE_Origin,CODE_Destination,Dates,Transport_Mode,Distributor,Volume
Almacen 641,Almacen 243,2024-04-16,Tren,Distribuidor 13,4.0
Almacen 641,Almacen 243,2024-04-17,Tren,Distribuidor 13,29.0
Almacen 641,Almacen 243,2024-04-18,Tren,Distribuidor 13,16.0
Almacen 641,Almacen 243,2024-04-19,Tren,Distribuidor 13,21.0
Almacen 641,Almacen 243,2024-04-20,Tren,Distribuidor 13,16.0
Almacen 641,Almacen 243,2024-04-22,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 243,2024-04-23,Tren,Distribuidor 13,19.0
Almacen 641,Almacen 243,2024-04-24,Tren,Distribuidor 13,19.0
Almacen 641,Almacen 243,2024-04-25,Tren,Distribuidor 13,14.0
Almacen 641,Almacen 243,2024-04-26,Tren,Distribuidor 13,13.0
Almacen 641,Almacen 243,2024-04-27,Tren,Distribuidor 13,10.0
Almacen 641,Almacen 243,2024-04-28,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 243,2024-04-29,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 243,2024-04-30,Tren,Distribuidor 13,19.0
Almacen 641,Almacen 247,2024-03-19,Tren,Distribuidor 13,7.0
Almacen 641,Almacen 247,2024-03-20,Tren,Distribuidor 13,43.0
Almacen 641,Almacen 247,2024-03-21,Tren,Distribuidor 13,21.0
Almacen 641,Almacen 247,2024-03-22,Tren,Distribuidor 13,11.0
Almacen 641,Almacen 247,2024-03-23,Tren,Distribuidor 13,16.0
Almacen 641,Almacen 247,2024-03-24,Tren,Distribuidor 13,29.0
Almacen 641,Almacen 247,2024-03-25,Tren,Distribuidor 13,34.0
Almacen 641,Almacen 247,2024-03-26,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 247,2024-03-27,Tren,Distribuidor 13,12.0
Almacen 641,Almacen 247,2024-03-28,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 247,2024-03-29,Tren,Distribuidor 13,11.0
Almacen 641,Almacen 247,2024-03-30,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 247,2024-03-31,Tren,Distribuidor 13,7.0
Almacen 641,Almacen 247,2024-04-01,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 247,2024-04-02,Tren,Distribuidor 13,4.0
Almacen 641,Almacen 247,2024-04-03,Tren,Distribuidor 13,15.0
Almacen 641,Almacen 247,2024-04-04,Tren,Distribuidor 13,5.0
Almacen 641,Almacen 247,2024-04-05,Tren,Distribuidor 13,4.0
Almacen 641,Almacen 247,2024-04-06,Tren,Distribuidor 13,9.0
Almacen 641,Almacen 247,2024-04-07,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 247,2024-04-09,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 247,2024-04-10,Tren,Distribuidor 13,18.0
Almacen 641,Almacen 247,2024-04-11,Tren,Distribuidor 13,19.0
Almacen 641,Almacen 247,2024-04-12,Tren,Distribuidor 13,12.0
Almacen 641,Almacen 247,2024-04-13,Tren,Distribuidor 13,9.0
Almacen 641,Almacen 247,2024-04-14,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 247,2024-04-15,Tren,Distribuidor 13,4.0
Almacen 641,Almacen 247,2024-04-16,Tren,Distribuidor 13,5.0
Almacen 641,Almacen 247,2024-04-17,Tren,Distribuidor 13,45.0
Almacen 641,Almacen 247,2024-04-18,Tren,Distribuidor 13,51.0
Almacen 641,Almacen 247,2024-04-19,Tren,Distribuidor 13,84.0
Almacen 641,Almacen 247,2024-04-20,Tren,Distribuidor 13,51.0
Almacen 641,Almacen 247,2024-04-21,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 247,2024-04-22,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 247,2024-04-23,Tren,Distribuidor 13,20.0
Almacen 641,Almacen 247,2024-04-24,Tren,Distribuidor 13,34.0
Almacen 641,Almacen 247,2024-04-25,Tren,Distribuidor 13,39.0
Almacen 641,Almacen 247,2024-04-26,Tren,Distribuidor 13,27.0
Almacen 641,Almacen 247,2024-04-27,Tren,Distribuidor 13,31.0
Almacen 641,Almacen 247,2024-04-28,Tren,Distribuidor 13,3.0
Almacen 641,Almacen 247,2024-04-29,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 247,2024-04-30,Tren,Distribuidor 13,19.0
Almacen 641,Almacen 248,2024-03-19,Tren,Distribuidor 13,4.0
Almacen 641,Almacen 248,2024-03-20,Tren,Distribuidor 13,7.0
Almacen 641,Almacen 248,2024-03-21,Tren,Distribuidor 13,11.0
Almacen 641,Almacen 248,2024-03-22,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 248,2024-03-23,Tren,Distribuidor 13,16.0
Almacen 641,Almacen 248,2024-03-24,Tren,Distribuidor 13,10.0
Almacen 641,Almacen 248,2024-03-25,Tren,Distribuidor 13,5.0
Almacen 641,Almacen 248,2024-03-26,Tren,Distribuidor 13,9.0
Almacen 641,Almacen 248,2024-03-27,Tren,Distribuidor 13,12.0
Almacen 641,Almacen 248,2024-03-28,Tren,Distribuidor 13,10.0
Almacen 641,Almacen 248,2024-03-29,Tren,Distribuidor 13,5.0
Almacen 641,Almacen 248,2024-03-30,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 248,2024-03-31,Tren,Distribuidor 13,5.0
Almacen 641,Almacen 248,2024-04-01,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 248,2024-04-02,Tren,Distribuidor 13,7.0
Almacen 641,Almacen 248,2024-04-03,Tren,Distribuidor 13,14.0
Almacen 641,Almacen 248,2024-04-04,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 248,2024-04-05,Tren,Distribuidor 13,8.0
Almacen 641,Almacen 248,2024-04-06,Tren,Distribuidor 13,8.0
Almacen 641,Almacen 248,2024-04-07,Tren,Distribuidor 13,4.0
Almacen 641,Almacen 248,2024-04-08,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 248,2024-04-09,Tren,Distribuidor 13,12.0
Almacen 641,Almacen 248,2024-04-10,Tren,Distribuidor 13,24.0
Almacen 641,Almacen 248,2024-04-11,Tren,Distribuidor 13,22.0
Almacen 641,Almacen 248,2024-04-12,Tren,Distribuidor 13,18.0
Almacen 641,Almacen 248,2024-04-13,Tren,Distribuidor 13,11.0
Almacen 641,Almacen 248,2024-04-14,Tren,Distribuidor 13,9.0
Almacen 641,Almacen 248,2024-04-15,Tren,Distribuidor 13,3.0
Almacen 641,Almacen 248,2024-04-16,Tren,Distribuidor 13,4.0
Almacen 641,Almacen 248,2024-04-17,Tren,Distribuidor 13,28.0
Almacen 641,Almacen 248,2024-04-18,Tren,Distribuidor 13,58.0
Almacen 641,Almacen 248,2024-04-19,Tren,Distribuidor 13,103.0
Almacen 641,Almacen 248,2024-04-20,Tren,Distribuidor 13,78.0
Almacen 641,Almacen 248,2024-04-21,Tren,Distribuidor 13,5.0
Almacen 641,Almacen 248,2024-04-22,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 248,2024-04-23,Tren,Distribuidor 13,40.0
Almacen 641,Almacen 248,2024-04-24,Tren,Distribuidor 13,50.0
Almacen 641,Almacen 248,2024-04-25,Tren,Distribuidor 13,38.0
Almacen 641,Almacen 248,2024-04-26,Tren,Distribuidor 13,75.0
Almacen 641,Almacen 248,2024-04-27,Tren,Distribuidor 13,61.0
Almacen 641,Almacen 248,2024-04-28,Tren,Distribuidor 13,8.0
Almacen 641,Almacen 248,2024-04-29,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 248,2024-04-30,Tren,Distribuidor 13,17.0
Almacen 641,Almacen 262,2024-03-19,Camion,Distribuidor 6,15.0
Almacen 641,Almacen 262,2024-03-19,Camion,Distribuidor 86,6.0
Almacen 641,Almacen 262,2024-03-20,Camion,Distribuidor 6,9.0
Almacen 641,Almacen 262,2024-03-20,Camion,Distribuidor 86,3.0
Almacen 641,Almacen 262,2024-03-21,Camion,Distribuidor 6,20.0
Almacen 641,Almacen 262,2024-03-21,Camion,Distribuidor 86,8.0
Almacen 641,Almacen 262,2024-03-22,Camion,Distribuidor 6,22.0
Almacen 641,Almacen 262,2024-03-22,Camion,Distribuidor 86,8.0
Almacen 641,Almacen 262,2024-03-23,Camion,Distribuidor 6,19.0
Almacen 641,Almacen 262,2024-03-23,Camion,Distribuidor 86,7.0
Almacen 641,Almacen 262,2024-03-24,Camion,Distribuidor 6,15.0
Almacen 641,Almacen 262,2024-03-24,Camion,Distribuidor 86,6.0
Almacen 641,Almacen 262,2024-03-25,Camion,Distribuidor 6,2.0
Almacen 641,Almacen 262,2024-03-25,Camion,Distribuidor 86,1.0
Almacen 641,Almacen 262,2024-03-26,Camion,Distribuidor 6,2.0
Almacen 641,Almacen 262,2024-03-26,Camion,Distribuidor 86,1.0
Almacen 641,Almacen 262,2024-03-27,Camion,Distribuidor 6,19.0
Almacen 641,Almacen 262,2024-03-27,Camion,Distribuidor 86,8.0
Almacen 641,Almacen 262,2024-03-28,Camion,Distribuidor 6,13.0
Almacen 641,Almacen 262,2024-03-28,Camion,Distribuidor 86,5.0
Almacen 641,Almacen 262,2024-03-29,Camion,Distribuidor 6,6.0
Almacen 641,Almacen 262,2024-03-29,Camion,Distribuidor 86,2.0
Almacen 641,Almacen 262,2024-03-30,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 262,2024-03-31,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 262,2024-03-31,Camion,Distribuidor 86,1.0
Almacen 641,Almacen 262,2024-04-01,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 262,2024-04-03,Camion,Distribuidor 6,4.0
Almacen 641,Almacen 262,2024-04-03,Camion,Distribuidor 86,2.0
Almacen 641,Almacen 262,2024-04-04,Camion,Distribuidor 6,5.0
Almacen 641,Almacen 262,2024-04-04,Camion,Distribuidor 86,2.0
Almacen 641,Almacen 262,2024-04-05,Camion,Distribuidor 6,6.0
Almacen 641,Almacen 262,2024-04-05,Camion,Distribuidor 86,3.0
Almacen 641,Almacen 262,2024-04-06,Camion,Distribuidor 6,11.0
Almacen 641,Almacen 262,2024-04-06,Camion,Distribuidor 86,4.0
Almacen 641,Almacen 262,2024-04-07,Camion,Distribuidor 6,12.0
Almacen 641,Almacen 262,2024-04-07,Camion,Distribuidor 86,5.0
Almacen 641,Almacen 262,2024-04-10,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 262,2024-04-10,Camion,Distribuidor 86,4.0
Almacen 641,Almacen 262,2024-04-11,Camion,Distribuidor 6,19.0
Almacen 641,Almacen 262,2024-04-11,Camion,Distribuidor 86,8.0
Almacen 641,Almacen 262,2024-04-12,Camion,Distribuidor 6,29.0
Almacen 641,Almacen 262,2024-04-12,Camion,Distribuidor 86,11.0
Almacen 641,Almacen 262,2024-04-13,Camion,Distribuidor 6,20.0
Almacen 641,Almacen 262,2024-04-13,Camion,Distribuidor 86,8.0
Almacen 641,Almacen 262,2024-04-14,Camion,Distribuidor 6,27.0
Almacen 641,Almacen 262,2024-04-14,Camion,Distribuidor 86,11.0
Almacen 641,Almacen 262,2024-04-15,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 262,2024-04-15,Camion,Distribuidor 86,1.0
Almacen 641,Almacen 262,2024-04-16,Camion,Distribuidor 6,21.0
Almacen 641,Almacen 262,2024-04-16,Camion,Distribuidor 86,8.0
Almacen 641,Almacen 262,2024-04-17,Camion,Distribuidor 6,8.0
Almacen 641,Almacen 262,2024-04-17,Camion,Distribuidor 86,3.0
Almacen 641,Almacen 262,2024-04-18,Camion,Distribuidor 6,23.0
Almacen 641,Almacen 262,2024-04-18,Camion,Distribuidor 86,9.0
Almacen 641,Almacen 262,2024-04-19,Camion,Distribuidor 6,21.0
Almacen 641,Almacen 262,2024-04-19,Camion,Distribuidor 86,8.0
Almacen 641,Almacen 262,2024-04-20,Camion,Distribuidor 6,21.0
Almacen 641,Almacen 262,2024-04-20,Camion,Distribuidor 86,8.0
Almacen 641,Almacen 262,2024-04-21,Camion,Distribuidor 6,13.0
Almacen 641,Almacen 262,2024-04-21,Camion,Distribuidor 86,5.0
Almacen 641,Almacen 262,2024-04-22,Camion,Distribuidor 6,9.0
Almacen 641,Almacen 262,2024-04-22,Camion,Distribuidor 86,4.0
Almacen 641,Almacen 262,2024-04-23,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 262,2024-04-24,Camion,Distribuidor 6,14.0
Almacen 641,Almacen 262,2024-04-24,Camion,Distribuidor 86,5.0
Almacen 641,Almacen 262,2024-04-25,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 262,2024-04-25,Camion,Distribuidor 86,4.0
Almacen 641,Almacen 262,2024-04-26,Camion,Distribuidor 6,13.0
Almacen 641,Almacen 262,2024-04-26,Camion,Distribuidor 86,5.0
Almacen 641,Almacen 262,2024-04-27,Camion,Distribuidor 6,29.0
Almacen 641,Almacen 262,2024-04-27,Camion,Distribuidor 86,11.0
Almacen 641,Almacen 262,2024-04-28,Camion,Distribuidor 6,19.0
Almacen 641,Almacen 262,2024-04-28,Camion,Distribuidor 86,7.0
Almacen 641,Almacen 262,2024-04-29,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 262,2024-04-29,Camion,Distribuidor 86,1.0
Almacen 641,Almacen 262,2024-04-30,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 266,2024-03-21,Camion,Distribuidor 45,1.0
Almacen 641,Almacen 266,2024-03-22,Camion,Distribuidor 45,1.0
Almacen 641,Almacen 266,2024-03-26,Camion,Distribuidor 45,1.0
Almacen 641,Almacen 266,2024-03-27,Camion,Distribuidor 45,3.0
Almacen 641,Almacen 305,2024-03-19,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 305,2024-03-20,Tren,Distribuidor 18,45.0
Almacen 641,Almacen 305,2024-03-21,Tren,Distribuidor 18,12.0
Almacen 641,Almacen 305,2024-03-22,Tren,Distribuidor 18,18.0
Almacen 641,Almacen 305,2024-03-23,Tren,Distribuidor 18,34.0
Almacen 641,Almacen 305,2024-03-24,Tren,Distribuidor 18,66.0
Almacen 641,Almacen 305,2024-03-25,Tren,Distribuidor 18,20.0
Almacen 641,Almacen 305,2024-03-26,Tren,Distribuidor 18,17.0
Almacen 641,Almacen 305,2024-03-27,Tren,Distribuidor 18,27.0
Almacen 641,Almacen 305,2024-03-28,Tren,Distribuidor 18,15.0
Almacen 641,Almacen 305,2024-03-29,Tren,Distribuidor 18,28.0
Almacen 641,Almacen 305,2024-03-30,Tren,Distribuidor 18,23.0
Almacen 641,Almacen 305,2024-03-31,Tren,Distribuidor 18,8.0
Almacen 641,Almacen 305,2024-04-01,Tren,Distribuidor 18,17.0
Almacen 641,Almacen 305,2024-04-02,Tren,Distribuidor 18,21.0
Almacen 641,Almacen 305,2024-04-03,Tren,Distribuidor 18,19.0
Almacen 641,Almacen 305,2024-04-04,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 305,2024-04-05,Tren,Distribuidor 18,11.0
Almacen 641,Almacen 305,2024-04-06,Tren,Distribuidor 18,9.0
Almacen 641,Almacen 305,2024-04-07,Tren,Distribuidor 18,12.0
Almacen 641,Almacen 305,2024-04-08,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 305,2024-04-09,Tren,Distribuidor 18,35.0
Almacen 641,Almacen 305,2024-04-10,Tren,Distribuidor 18,34.0
Almacen 641,Almacen 305,2024-04-11,Tren,Distribuidor 18,23.0
Almacen 641,Almacen 305,2024-04-12,Tren,Distribuidor 18,36.0
Almacen 641,Almacen 305,2024-04-13,Tren,Distribuidor 18,26.0
Almacen 641,Almacen 305,2024-04-14,Tren,Distribuidor 18,27.0
Almacen 641,Almacen 305,2024-04-15,Tren,Distribuidor 18,22.0
Almacen 641,Almacen 305,2024-04-16,Tren,Distribuidor 18,38.0
Almacen 641,Almacen 305,2024-04-17,Tren,Distribuidor 18,12.0
Almacen 641,Almacen 305,2024-04-18,Tren,Distribuidor 18,12.0
Almacen 641,Almacen 305,2024-04-19,Tren,Distribuidor 18,20.0
Almacen 641,Almacen 305,2024-04-20,Tren,Distribuidor 18,18.0
Almacen 641,Almacen 305,2024-04-21,Tren,Distribuidor 18,18.0
Almacen 641,Almacen 305,2024-04-22,Tren,Distribuidor 18,10.0
Almacen 641,Almacen 305,2024-04-23,Tren,Distribuidor 18,9.0
Almacen 641,Almacen 305,2024-04-24,Tren,Distribuidor 18,13.0
Almacen 641,Almacen 305,2024-04-25,Tren,Distribuidor 18,8.0
Almacen 641,Almacen 305,2024-04-26,Tren,Distribuidor 18,12.0
Almacen 641,Almacen 305,2024-04-27,Tren,Distribuidor 18,3.0
Almacen 641,Almacen 305,2024-04-28,Tren,Distribuidor 18,6.0
Almacen 641,Almacen 305,2024-04-29,Tren,Distribuidor 18,5.0
Almacen 641,Almacen 305,2024-04-30,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 432,2024-03-19,Tren,Distribuidor 18,3.0
Almacen 641,Almacen 432,2024-03-20,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 432,2024-03-21,Tren,Distribuidor 18,13.0
Almacen 641,Almacen 432,2024-03-22,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 432,2024-03-23,Tren,Distribuidor 18,4.0
Almacen 641,Almacen 432,2024-03-24,Tren,Distribuidor 18,10.0
Almacen 641,Almacen 432,2024-03-25,Tren,Distribuidor 18,5.0
Almacen 641,Almacen 432,2024-03-26,Tren,Distribuidor 18,21.0
Almacen 641,Almacen 432,2024-03-27,Tren,Distribuidor 18,14.0
Almacen 641,Almacen 432,2024-03-28,Tren,Distribuidor 18,14.0
Almacen 641,Almacen 432,2024-03-29,Tren,Distribuidor 18,10.0
Almacen 641,Almacen 432,2024-03-31,Tren,Distribuidor 18,10.0
Almacen 641,Almacen 432,2024-04-01,Tren,Distribuidor 18,2.0
Almacen 641,Almacen 432,2024-04-02,Tren,Distribuidor 18,4.0
Almacen 641,Almacen 432,2024-04-04,Tren,Distribuidor 18,1.0
Almacen 641,Almacen 432,2024-04-05,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 432,2024-04-06,Tren,Distribuidor 18,1.0
Almacen 641,Almacen 432,2024-04-07,Tren,Distribuidor 18,2.0
Almacen 641,Almacen 432,2024-04-09,Tren,Distribuidor 18,6.0
Almacen 641,Almacen 432,2024-04-10,Tren,Distribuidor 18,27.0
Almacen 641,Almacen 432,2024-04-11,Tren,Distribuidor 18,28.0
Almacen 641,Almacen 432,2024-04-12,Tren,Distribuidor 18,18.0
Almacen 641,Almacen 432,2024-04-13,Tren,Distribuidor 18,19.0
Almacen 641,Almacen 432,2024-04-14,Tren,Distribuidor 18,11.0
Almacen 641,Almacen 432,2024-04-15,Tren,Distribuidor 18,22.0
Almacen 641,Almacen 432,2024-04-16,Tren,Distribuidor 18,9.0
Almacen 641,Almacen 432,2024-04-17,Tren,Distribuidor 18,5.0
Almacen 641,Almacen 432,2024-04-18,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 432,2024-04-19,Tren,Distribuidor 18,24.0
Almacen 641,Almacen 432,2024-04-20,Tren,Distribuidor 18,33.0
Almacen 641,Almacen 432,2024-04-21,Tren,Distribuidor 18,6.0
Almacen 641,Almacen 432,2024-04-22,Tren,Distribuidor 18,30.0
Almacen 641,Almacen 432,2024-04-23,Tren,Distribuidor 18,1.0
Almacen 641,Almacen 432,2024-04-24,Tren,Distribuidor 18,5.0
Almacen 641,Almacen 432,2024-04-25,Tren,Distribuidor 18,8.0
Almacen 641,Almacen 432,2024-04-26,Tren,Distribuidor 18,20.0
Almacen 641,Almacen 432,2024-04-27,Tren,Distribuidor 18,8.0
Almacen 641,Almacen 432,2024-04-28,Tren,Distribuidor 18,3.0
Almacen 641,Almacen 432,2024-04-29,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 432,2024-04-30,Tren,Distribuidor 18,3.0
Almacen 641,Almacen 442,2024-03-19,-,No Data,749.0
Almacen 641,Almacen 442,2024-03-20,-,No Data,27.0
Almacen 641,Almacen 442,2024-03-21,-,No Data,13.0
Almacen 641,Almacen 442,2024-03-22,-,No Data,12.0
Almacen 641,Almacen 442,2024-03-23,-,No Data,1.0
Almacen 641,Almacen 442,2024-03-24,-,No Data,14.0
Almacen 641,Almacen 442,2024-03-25,-,No Data,22.0
Almacen 641,Almacen 442,2024-03-26,-,No Data,22.0
Almacen 641,Almacen 442,2024-03-27,-,No Data,27.0
Almacen 641,Almacen 442,2024-03-28,-,No Data,13.0
Almacen 641,Almacen 442,2024-03-29,-,No Data,7.0
Almacen 641,Almacen 442,2024-03-30,-,No Data,3.0
Almacen 641,Almacen 442,2024-03-31,-,No Data,4.0
Almacen 641,Almacen 442,2024-04-01,-,No Data,4.0
Almacen 641,Almacen 442,2024-04-02,-,No Data,2.0
Almacen 641,Almacen 442,2024-04-03,-,No Data,5.0
Almacen 641,Almacen 442,2024-04-04,-,No Data,1.0
Almacen 641,Almacen 442,2024-04-06,-,No Data,1.0
Almacen 641,Almacen 442,2024-04-09,-,No Data,4.0
Almacen 641,Almacen 442,2024-04-10,-,No Data,11.0
Almacen 641,Almacen 442,2024-04-12,-,No Data,8.0
Almacen 641,Almacen 442,2024-04-13,-,No Data,15.0
Almacen 641,Almacen 442,2024-04-14,-,No Data,4.0
Almacen 641,Almacen 442,2024-04-15,-,No Data,3.0
Almacen 641,Almacen 442,2024-04-16,-,No Data,2.0
Almacen 641,Almacen 442,2024-04-17,-,No Data,1.0
Almacen 641,Almacen 442,2024-04-18,-,No Data,2.0
Almacen 641,Almacen 442,2024-04-19,-,No Data,2.0
Almacen 641,Almacen 442,2024-04-20,-,No Data,1.0
Almacen 641,Almacen 442,2024-04-22,-,No Data,1.0
Almacen 641,Almacen 442,2024-04-23,-,No Data,2.0
Almacen 641,Almacen 442,2024-04-24,-,No Data,1.0
Almacen 641,Almacen 442,2024-04-25,-,No Data,2.0
Almacen 641,Almacen 442,2024-04-26,-,No Data,1.0
Almacen 641,Almacen 555,2024-03-19,Camion,Distribuidor 11,114.0
Almacen 641,Almacen 555,2024-03-20,Camion,Distribuidor 11,151.0
Almacen 641,Almacen 555,2024-03-21,Camion,Distribuidor 11,103.0
Almacen 641,Almacen 555,2024-03-22,Camion,Distribuidor 11,70.0
Almacen 641,Almacen 555,2024-03-23,Camion,Distribuidor 11,48.0
Almacen 641,Almacen 555,2024-03-24,Camion,Distribuidor 11,24.0
Almacen 641,Almacen 555,2024-03-25,Camion,Distribuidor 11,7.0
Almacen 641,Almacen 555,2024-03-26,Camion,Distribuidor 11,12.0
Almacen 641,Almacen 555,2024-03-27,Camion,Distribuidor 11,53.0
Almacen 641,Almacen 555,2024-03-28,Camion,Distribuidor 11,30.0
Almacen 641,Almacen 555,2024-03-29,Camion,Distribuidor 11,39.0
Almacen 641,Almacen 555,2024-03-30,Camion,Distribuidor 11,8.0
Almacen 641,Almacen 555,2024-03-31,Camion,Distribuidor 11,45.0
Almacen 641,Almacen 555,2024-04-01,Camion,Distribuidor 11,52.0
Almacen 641,Almacen 555,2024-04-02,Camion,Distribuidor 11,49.0
Almacen 641,Almacen 555,2024-04-03,Camion,Distribuidor 11,52.0
Almacen 641,Almacen 555,2024-04-04,Camion,Distribuidor 11,14.0
Almacen 641,Almacen 555,2024-04-05,Camion,Distribuidor 11,32.0
Almacen 641,Almacen 555,2024-04-06,Camion,Distribuidor 11,22.0
Almacen 641,Almacen 555,2024-04-07,Camion,Distribuidor 11,33.0
Almacen 641,Almacen 555,2024-04-08,Camion,Distribuidor 11,18.0
Almacen 641,Almacen 555,2024-04-09,Camion,Distribuidor 11,14.0
Almacen 641,Almacen 555,2024-04-10,Camion,Distribuidor 11,38.0
Almacen 641,Almacen 555,2024-04-11,Camion,Distribuidor 11,60.0
Almacen 641,Almacen 555,2024-04-12,Camion,Distribuidor 11,56.0
Almacen 641,Almacen 555,2024-04-13,Camion,Distribuidor 11,53.0
Almacen 641,Almacen 555,2024-04-14,Camion,Distribuidor 11,66.0
Almacen 641,Almacen 555,2024-04-15,Camion,Distribuidor 11,22.0
Almacen 641,Almacen 555,2024-04-16,Camion,Distribuidor 11,24.0
Almacen 641,Almacen 555,2024-04-17,Camion,Distribuidor 11,41.0
Almacen 641,Almacen 555,2024-04-18,Camion,Distribuidor 11,32.0
Almacen 641,Almacen 555,2024-04-19,Camion,Distribuidor 11,33.0
Almacen 641,Almacen 555,2024-04-20,Camion,Distribuidor 11,92.0
Almacen 641,Almacen 555,2024-04-21,Camion,Distribuidor 11,39.0
Almacen 641,Almacen 555,2024-04-22,Camion,Distribuidor 11,65.0
Almacen 641,Almacen 555,2024-04-23,Camion,Distribuidor 11,35.0
Almacen 641,Almacen 555,2024-04-24,Camion,Distribuidor 11,23.0
Almacen 641,Almacen 555,2024-04-25,Camion,Distribuidor 11,29.0
Almacen 641,Almacen 555,2024-04-26,Camion,Distribuidor 11,50.0
Almacen 641,Almacen 555,2024-04-27,Camion,Distribuidor 11,70.0
Almacen 641,Almacen 555,2024-04-28,Camion,Distribuidor 11,36.0
Almacen 641,Almacen 555,2024-04-29,Camion,Distribuidor 11,42.0
Almacen 641,Almacen 555,2024-04-30,Camion,Distribuidor 11,56.0
Almacen 641,Almacen 622,2024-03-19,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 622,2024-03-19,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 622,2024-03-19,Tren,Distribuidor 64,2.0
Almacen 641,Almacen 622,2024-03-20,Camion,Distribuidor 19,3.0
Almacen 641,Almacen 622,2024-03-20,Camion,Distribuidor 6,14.0
Almacen 641,Almacen 622,2024-03-20,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-03-20,Tren,Distribuidor 13,22.0
Almacen 641,Almacen 622,2024-03-20,Tren,Distribuidor 64,22.0
Almacen 641,Almacen 622,2024-03-21,Camion,Distribuidor 19,6.0
Almacen 641,Almacen 622,2024-03-21,Camion,Distribuidor 6,27.0
Almacen 641,Almacen 622,2024-03-21,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-03-21,Tren,Distribuidor 13,42.0
Almacen 641,Almacen 622,2024-03-21,Tren,Distribuidor 64,42.0
Almacen 641,Almacen 622,2024-03-22,Camion,Distribuidor 19,6.0
Almacen 641,Almacen 622,2024-03-22,Camion,Distribuidor 6,27.0
Almacen 641,Almacen 622,2024-03-22,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-03-22,Tren,Distribuidor 13,41.0
Almacen 641,Almacen 622,2024-03-22,Tren,Distribuidor 64,41.0
Almacen 641,Almacen 622,2024-03-23,Camion,Distribuidor 19,6.0
Almacen 641,Almacen 622,2024-03-23,Camion,Distribuidor 6,26.0
Almacen 641,Almacen 622,2024-03-23,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-03-23,Tren,Distribuidor 13,40.0
Almacen 641,Almacen 622,2024-03-23,Tren,Distribuidor 64,40.0
Almacen 641,Almacen 622,2024-03-24,Camion,Distribuidor 19,5.0
Almacen 641,Almacen 622,2024-03-24,Camion,Distribuidor 6,22.0
Almacen 641,Almacen 622,2024-03-24,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-03-24,Tren,Distribuidor 13,34.0
Almacen 641,Almacen 622,2024-03-24,Tren,Distribuidor 64,33.0
Almacen 641,Almacen 622,2024-03-25,Camion,Distribuidor 19,1.0
Almacen 641,Almacen 622,2024-03-25,Camion,Distribuidor 6,6.0
Almacen 641,Almacen 622,2024-03-25,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-03-25,Tren,Distribuidor 13,9.0
Almacen 641,Almacen 622,2024-03-25,Tren,Distribuidor 64,9.0
Almacen 641,Almacen 622,2024-03-26,Camion,Distribuidor 19,1.0
